drug_a_name,drug_b_name,cell,drug1_db,drug2_db,synergy
DOCETAXEL,DASATINIB,SF295,DB01248,DB01254,-2.09
CELECOXIB,PACLITAXEL,RPMI8226,DB00482,DB01229,18.76
PACLITAXEL,ALLOPURINOL,COLO205,DB01229,DB00437,-2.41
PACLITAXEL,LAPATINIB,SNB19,DB01229,DB01259,4.75
LAPATINIB,IXABEPILONE,SKMEL28,DB01259,DB04845,4.28
IMATINIB,HYDROXYUREA,NCIH522,DB00619,DB01005,-1.38
AZACYTIDINE,IXABEPILONE,HS578T,DB00928,DB04845,0.12
BLEOMYCIN,METHOXSALEN,A549,DB00290,DB00553,1.28
IMATINIB,ARSENIC TRIOXIDE,SKMEL28,DB00619,DB01169,-1.47
SUNITINIB,THALIDOMIDE,A498,DB01268,DB01041,-3.75
PACLITAXEL,BLEOMYCIN,OVCAR4,DB01229,DB00290,-10.56
METHOXSALEN,ERLOTINIB,OVCAR8,DB00553,DB00530,1.42
HYDROXYUREA,FULVESTRANT,SKOV3,DB01005,DB00947,-1.1
FLUDARABINE BASE,MITOTANE,U251MG,DB01073,DB00648,-0.72
FULVESTRANT,ZOLEDRONIC ACID,A498,DB00947,DB00399,-1.82
TRETINOIN,PACLITAXEL,SW620,DB00755,DB01229,14.02
PACLITAXEL,THALIDOMIDE,OVCAR4,DB01229,DB01041,-4.04
CYTARABINE,BORTEZOMIB,SKMEL5,DB00987,DB00188,-11.35
AMIFOSTINE,IXABEPILONE,SNB19,DB01143,DB04845,5.28
DASATINIB,FULVESTRANT,SF295,DB01254,DB00947,0.22
ANASTROZOLE,CARMUSTINE,NCIH23,DB01217,DB00262,0.92
TAMOXIFEN,CARMUSTINE,LOXIMVI,DB00675,DB00262,-10.12
FULVESTRANT,MERCAPTOPURINE,MOLT4,DB00947,DB01033,-3.43
LETROZOLE,THALIDOMIDE,UACC62,DB01006,DB01041,0.69
RALOXIFENE,VISMODEGIB,SW620,DB00481,DB08828,1.29
DASATINIB,BORTEZOMIB,K562,DB01254,DB00188,9.83
AMIFOSTINE,BORTEZOMIB,BT549,DB01143,DB00188,-3.22
LETROZOLE,ERLOTINIB,BT549,DB01006,DB00530,1.93
SORAFENIB,ANASTROZOLE,T47D,DB00398,DB01217,1.95
DASATINIB,PRALATREXATE,IGROV1,DB01254,DB06813,-2.49
METHOXSALEN,BORTEZOMIB,PC3,DB00553,DB00188,-1.28
RALOXIFENE,5-FU,UACC62,DB00481,DB00544,-4.08
TENIPOSIDE,METHOTREXATE,MALME3M,DB00444,DB00563,-5.67
TAMOXIFEN,LAPATINIB,UACC257,DB00675,DB01259,0.98
SORAFENIB,THALIDOMIDE,HS578T,DB00398,DB01041,-1.23
CELECOXIB,DASATINIB,IGROV1,DB00482,DB01254,6.94
CELECOXIB,NILOTINIB,UACC62,DB00482,DB04868,-0.31
SORAFENIB,QUINACRINE HYDROCHLORIDE,NCIH23,DB00398,DB01103,-4.88
LETROZOLE,CELECOXIB,NCIH23,DB01006,DB00482,0.62
PACLITAXEL,METHOXSALEN,K562,DB01229,DB00553,-13.24
TAMOXIFEN,DOCETAXEL,MALME3M,DB00675,DB01248,9.79
DASATINIB,BORTEZOMIB,SNB19,DB01254,DB00188,2.17
DASATINIB,BORTEZOMIB,SKMEL2,DB01254,DB00188,-0.24
ALLOPURINOL,ARSENIC TRIOXIDE,MOLT4,DB00437,DB01169,-0.48
CYTARABINE,ARSENIC TRIOXIDE,BT549,DB00987,DB01169,-4.45
LETROZOLE,FULVESTRANT,MALME3M,DB01006,DB00947,0.36
RALOXIFENE,TRETINOIN,PC3,DB00481,DB00755,-2.94
CYTARABINE,TOPOTECAN,A498,DB00987,DB01030,-7.86
LETROZOLE,PRALATREXATE,OVCAR4,DB01006,DB06813,2
SUNITINIB,BORTEZOMIB,SKMEL5,DB01268,DB00188,2.07
TRETINOIN,LAPATINIB,NCIH522,DB00755,DB01259,-4.35
QUINACRINE HYDROCHLORIDE,METHOXSALEN,HCT116,DB01103,DB00553,6.02
DOCETAXEL,ALLOPURINOL,HT29,DB01248,DB00437,0.4
LAPATINIB,QUINACRINE HYDROCHLORIDE,NCIH460,DB01259,DB01103,-0.12
FULVESTRANT,IXABEPILONE,ACHN,DB00947,DB04845,3.18
5-FU,AMIFOSTINE,OVCAR8,DB00544,DB01143,0.69
RALOXIFENE,IMATINIB,SKMEL5,DB00481,DB00619,14.27
MITOTANE,MERCAPTOPURINE,NCIH522,DB00648,DB01033,-2.62
NILOTINIB,TOPOTECAN,NCIH522,DB04868,DB01030,-8.72
DOCETAXEL,METHOTREXATE,UACC62,DB01248,DB00563,-1.49
TAMOXIFEN,SUNITINIB,NCIH226,DB00675,DB01268,4.14
RALOXIFENE,METHOXSALEN,SKMEL5,DB00481,DB00553,4.42
RALOXIFENE,SUNITINIB,NCIH226,DB00481,DB01268,3.45
FULVESTRANT,ALLOPURINOL,KM12,DB00947,DB00437,5.63
METHOTREXATE,THALIDOMIDE,SKMEL28,DB00563,DB01041,-8.78
ZOLEDRONIC ACID,METHOTREXATE,LOXIMVI,DB00399,DB00563,0.3
TRETINOIN,IMATINIB,OVCAR8,DB00755,DB00619,1.38
HYDROXYUREA,SORAFENIB,A549,DB01005,DB00398,4.8
DASATINIB,AMIFOSTINE,HS578T,DB01254,DB01143,-1.28
DASATINIB,ZOLEDRONIC ACID,OVCAR8,DB01254,DB00399,-3.69
CYTARABINE,FLUDARABINE BASE,HCT116,DB00987,DB01073,3.19
ZOLEDRONIC ACID,ALLOPURINOL,HS578T,DB00399,DB00437,-1.59
THALIDOMIDE,AMIFOSTINE,IGROV1,DB01041,DB01143,0.99
BLEOMYCIN,IXABEPILONE,A498,DB00290,DB04845,-4.11
FLUDARABINE BASE,PRALATREXATE,PC3,DB01073,DB06813,-5.11
TENIPOSIDE,PACLITAXEL,HS578T,DB00444,DB01229,-4.38
TENIPOSIDE,PACLITAXEL,SKMEL28,DB00444,DB01229,-7.34
TENIPOSIDE,PACLITAXEL,SKMEL5,DB00444,DB01229,-7.53
TENIPOSIDE,PACLITAXEL,PC3,DB00444,DB01229,-8.99
TENIPOSIDE,PACLITAXEL,NCIH522,DB00444,DB01229,-10.21
TENIPOSIDE,PACLITAXEL,UACC62,DB00444,DB01229,-8.71
TENIPOSIDE,PACLITAXEL,BT549,DB00444,DB01229,-4.23
TENIPOSIDE,PACLITAXEL,SW620,DB00444,DB01229,0.99
TENIPOSIDE,PACLITAXEL,U251MG,DB00444,DB01229,2.74
TENIPOSIDE,PACLITAXEL,UACC257,DB00444,DB01229,-10.9
TENIPOSIDE,PACLITAXEL,SKOV3,DB00444,DB01229,-6.16
TENIPOSIDE,PACLITAXEL,SNB19,DB00444,DB01229,-10.45
TENIPOSIDE,PACLITAXEL,OVCAR8,DB00444,DB01229,-1.44
TENIPOSIDE,PACLITAXEL,SF295,DB00444,DB01229,-2.8
TENIPOSIDE,PACLITAXEL,NCIH226,DB00444,DB01229,-10.64
TENIPOSIDE,PACLITAXEL,NCIH460,DB00444,DB01229,1.32
TENIPOSIDE,PACLITAXEL,OVCAR4,DB00444,DB01229,-11.18
TENIPOSIDE,PACLITAXEL,MCF7,DB00444,DB01229,-3.33
TENIPOSIDE,PACLITAXEL,MOLT4,DB00444,DB01229,4.03
TENIPOSIDE,PACLITAXEL,NCIH23,DB00444,DB01229,3.89
TENIPOSIDE,PACLITAXEL,K562,DB00444,DB01229,2.96
TENIPOSIDE,PACLITAXEL,KM12,DB00444,DB01229,-12.67
TENIPOSIDE,PACLITAXEL,LOXIMVI,DB00444,DB01229,-9.79
TENIPOSIDE,PACLITAXEL,MALME3M,DB00444,DB01229,-3.33
TENIPOSIDE,PACLITAXEL,HT29,DB00444,DB01229,-8.21
TENIPOSIDE,PACLITAXEL,IGROV1,DB00444,DB01229,-15.36
TENIPOSIDE,PACLITAXEL,HCT15,DB00444,DB01229,1.67
TENIPOSIDE,PACLITAXEL,HCT116,DB00444,DB01229,-2.49
TENIPOSIDE,PACLITAXEL,COLO205,DB00444,DB01229,3.86
TENIPOSIDE,PACLITAXEL,DU145,DB00444,DB01229,-5.38
TENIPOSIDE,PACLITAXEL,786O,DB00444,DB01229,-3.05
TENIPOSIDE,PACLITAXEL,A498,DB00444,DB01229,-1.94
TENIPOSIDE,PACLITAXEL,A549,DB00444,DB01229,-7.64
TENIPOSIDE,PACLITAXEL,ACHN,DB00444,DB01229,-0.41
DAUNORUBICIN,PACLITAXEL,SKOV3,DB00694,DB01229,-4.86
DAUNORUBICIN,PACLITAXEL,SNB19,DB00694,DB01229,-13.1
DAUNORUBICIN,PACLITAXEL,SW620,DB00694,DB01229,2.54
DAUNORUBICIN,PACLITAXEL,U251MG,DB00694,DB01229,-3.33
DAUNORUBICIN,PACLITAXEL,UACC257,DB00694,DB01229,-10.1
DAUNORUBICIN,PACLITAXEL,BT549,DB00694,DB01229,-4.3
DAUNORUBICIN,PACLITAXEL,UACC62,DB00694,DB01229,-13.41
DAUNORUBICIN,PACLITAXEL,SKMEL5,DB00694,DB01229,-2.8
DAUNORUBICIN,PACLITAXEL,PC3,DB00694,DB01229,-7.61
DAUNORUBICIN,PACLITAXEL,SKMEL2,DB00694,DB01229,-0.5
DAUNORUBICIN,PACLITAXEL,HS578T,DB00694,DB01229,-9.84
DAUNORUBICIN,PACLITAXEL,SKMEL28,DB00694,DB01229,-2.51
DAUNORUBICIN,PACLITAXEL,786O,DB00694,DB01229,-4.56
DAUNORUBICIN,PACLITAXEL,A498,DB00694,DB01229,-6.64
DAUNORUBICIN,PACLITAXEL,A549,DB00694,DB01229,-10.59
DAUNORUBICIN,PACLITAXEL,ACHN,DB00694,DB01229,0.66
DAUNORUBICIN,PACLITAXEL,COLO205,DB00694,DB01229,1.67
DAUNORUBICIN,PACLITAXEL,DU145,DB00694,DB01229,-6.69
DAUNORUBICIN,PACLITAXEL,HCT15,DB00694,DB01229,-1.01
DAUNORUBICIN,PACLITAXEL,HCT116,DB00694,DB01229,-1.36
DAUNORUBICIN,PACLITAXEL,HT29,DB00694,DB01229,-10.55
DAUNORUBICIN,PACLITAXEL,IGROV1,DB00694,DB01229,-13.27
DAUNORUBICIN,PACLITAXEL,K562,DB00694,DB01229,0.26
DAUNORUBICIN,PACLITAXEL,KM12,DB00694,DB01229,-8.14
DAUNORUBICIN,PACLITAXEL,LOXIMVI,DB00694,DB01229,-13.82
DAUNORUBICIN,PACLITAXEL,MALME3M,DB00694,DB01229,-4.68
DAUNORUBICIN,PACLITAXEL,MCF7,DB00694,DB01229,-6.73
DAUNORUBICIN,PACLITAXEL,MOLT4,DB00694,DB01229,-3.83
DAUNORUBICIN,PACLITAXEL,NCIH23,DB00694,DB01229,9.57
DAUNORUBICIN,PACLITAXEL,NCIH226,DB00694,DB01229,-11.09
DAUNORUBICIN,PACLITAXEL,NCIH460,DB00694,DB01229,-0.7
DAUNORUBICIN,PACLITAXEL,OVCAR4,DB00694,DB01229,-8.02
DAUNORUBICIN,PACLITAXEL,OVCAR8,DB00694,DB01229,-0.27
DAUNORUBICIN,PACLITAXEL,RPMI8226,DB00694,DB01229,11.66
DAUNORUBICIN,PACLITAXEL,SF295,DB00694,DB01229,-9.28
LOMUSTINE,PACLITAXEL,DU145,DB01206,DB01229,-6.91
LOMUSTINE,PACLITAXEL,COLO205,DB01206,DB01229,-7.17
LOMUSTINE,PACLITAXEL,A549,DB01206,DB01229,-6.65
LOMUSTINE,PACLITAXEL,ACHN,DB01206,DB01229,-8.15
LOMUSTINE,PACLITAXEL,786O,DB01206,DB01229,-6.89
LOMUSTINE,PACLITAXEL,A498,DB01206,DB01229,-7.85
LOMUSTINE,PACLITAXEL,HT29,DB01206,DB01229,-8.44
LOMUSTINE,PACLITAXEL,IGROV1,DB01206,DB01229,-13.86
LOMUSTINE,PACLITAXEL,HCT116,DB01206,DB01229,-8.06
LOMUSTINE,PACLITAXEL,HCT15,DB01206,DB01229,-8.42
LOMUSTINE,PACLITAXEL,NCIH23,DB01206,DB01229,-4.97
LOMUSTINE,PACLITAXEL,MCF7,DB01206,DB01229,0.14
LOMUSTINE,PACLITAXEL,MOLT4,DB01206,DB01229,-4.72
LOMUSTINE,PACLITAXEL,LOXIMVI,DB01206,DB01229,-16.14
LOMUSTINE,PACLITAXEL,MALME3M,DB01206,DB01229,-5.29
LOMUSTINE,PACLITAXEL,K562,DB01206,DB01229,1.29
LOMUSTINE,PACLITAXEL,KM12,DB01206,DB01229,-2.87
LOMUSTINE,PACLITAXEL,SF295,DB01206,DB01229,-12.77
LOMUSTINE,PACLITAXEL,OVCAR8,DB01206,DB01229,-4.63
LOMUSTINE,PACLITAXEL,RPMI8226,DB01206,DB01229,3.87
LOMUSTINE,PACLITAXEL,NCIH460,DB01206,DB01229,-3.86
LOMUSTINE,PACLITAXEL,OVCAR4,DB01206,DB01229,-4.78
LOMUSTINE,PACLITAXEL,NCIH226,DB01206,DB01229,-9.93
LOMUSTINE,PACLITAXEL,U251MG,DB01206,DB01229,-9.1
LOMUSTINE,PACLITAXEL,UACC257,DB01206,DB01229,-10.29
LOMUSTINE,PACLITAXEL,SW620,DB01206,DB01229,-3.94
LOMUSTINE,PACLITAXEL,SNB19,DB01206,DB01229,-14.25
LOMUSTINE,PACLITAXEL,SKOV3,DB01206,DB01229,-1.93
LOMUSTINE,PACLITAXEL,UACC62,DB01206,DB01229,-13.84
LOMUSTINE,PACLITAXEL,BT549,DB01206,DB01229,-4.71
LOMUSTINE,PACLITAXEL,SKMEL2,DB01206,DB01229,-5.34
LOMUSTINE,PACLITAXEL,PC3,DB01206,DB01229,-7.77
LOMUSTINE,PACLITAXEL,SKMEL5,DB01206,DB01229,-1.56
LOMUSTINE,PACLITAXEL,SKMEL28,DB01206,DB01229,-0.48
LOMUSTINE,PACLITAXEL,HS578T,DB01206,DB01229,-7.16
MEGESTROL ACETATE,PACLITAXEL,HCT15,DB00351,DB01229,7.5
MEGESTROL ACETATE,PACLITAXEL,HCT116,DB00351,DB01229,1.01
MEGESTROL ACETATE,PACLITAXEL,HT29,DB00351,DB01229,2.93
MEGESTROL ACETATE,PACLITAXEL,IGROV1,DB00351,DB01229,-5.39
MEGESTROL ACETATE,PACLITAXEL,786O,DB00351,DB01229,1.81
MEGESTROL ACETATE,PACLITAXEL,A498,DB00351,DB01229,-6.69
MEGESTROL ACETATE,PACLITAXEL,A549,DB00351,DB01229,-6.5
MEGESTROL ACETATE,PACLITAXEL,ACHN,DB00351,DB01229,7.13
MEGESTROL ACETATE,PACLITAXEL,COLO205,DB00351,DB01229,3.58
MEGESTROL ACETATE,PACLITAXEL,DU145,DB00351,DB01229,4.97
MEGESTROL ACETATE,PACLITAXEL,NCIH226,DB00351,DB01229,-0.83
MEGESTROL ACETATE,PACLITAXEL,NCIH460,DB00351,DB01229,2.52
MEGESTROL ACETATE,PACLITAXEL,OVCAR4,DB00351,DB01229,-6.73
MEGESTROL ACETATE,PACLITAXEL,OVCAR8,DB00351,DB01229,3.53
MEGESTROL ACETATE,PACLITAXEL,RPMI8226,DB00351,DB01229,9.78
MEGESTROL ACETATE,PACLITAXEL,SF295,DB00351,DB01229,-3.03
MEGESTROL ACETATE,PACLITAXEL,K562,DB00351,DB01229,9.34
MEGESTROL ACETATE,PACLITAXEL,KM12,DB00351,DB01229,3.25
MEGESTROL ACETATE,PACLITAXEL,LOXIMVI,DB00351,DB01229,1.76
MEGESTROL ACETATE,PACLITAXEL,MALME3M,DB00351,DB01229,10.74
MEGESTROL ACETATE,PACLITAXEL,MCF7,DB00351,DB01229,3.08
MEGESTROL ACETATE,PACLITAXEL,MOLT4,DB00351,DB01229,11.5
MEGESTROL ACETATE,PACLITAXEL,NCIH23,DB00351,DB01229,4.56
MEGESTROL ACETATE,PACLITAXEL,BT549,DB00351,DB01229,0.94
MEGESTROL ACETATE,PACLITAXEL,NCIH522,DB00351,DB01229,-2.64
MEGESTROL ACETATE,PACLITAXEL,UACC62,DB00351,DB01229,-2.83
MEGESTROL ACETATE,PACLITAXEL,SKOV3,DB00351,DB01229,-0.61
MEGESTROL ACETATE,PACLITAXEL,SNB19,DB00351,DB01229,10.12
MEGESTROL ACETATE,PACLITAXEL,SW620,DB00351,DB01229,14.26
MEGESTROL ACETATE,PACLITAXEL,U251MG,DB00351,DB01229,1.12
MEGESTROL ACETATE,PACLITAXEL,UACC257,DB00351,DB01229,0.37
MEGESTROL ACETATE,PACLITAXEL,HS578T,DB00351,DB01229,2.01
MEGESTROL ACETATE,PACLITAXEL,SKMEL28,DB00351,DB01229,-0.56
MEGESTROL ACETATE,PACLITAXEL,SKMEL5,DB00351,DB01229,7.83
MEGESTROL ACETATE,PACLITAXEL,PC3,DB00351,DB01229,-0.44
MEGESTROL ACETATE,PACLITAXEL,SKMEL2,DB00351,DB01229,5.92
PAZOPANIB,VANDETANIB,DU145,DB06589,DB05294,-4.12
PAZOPANIB,VANDETANIB,COLO205,DB06589,DB05294,9.49
PAZOPANIB,VANDETANIB,ACHN,DB06589,DB05294,0.99
PAZOPANIB,VANDETANIB,A549,DB06589,DB05294,-4.08
PAZOPANIB,VANDETANIB,A498,DB06589,DB05294,-1.25
PAZOPANIB,VANDETANIB,786O,DB06589,DB05294,-1.99
PAZOPANIB,VANDETANIB,IGROV1,DB06589,DB05294,2.17
PAZOPANIB,VANDETANIB,HT29,DB06589,DB05294,1.83
PAZOPANIB,VANDETANIB,HCT116,DB06589,DB05294,1.71
PAZOPANIB,VANDETANIB,HCT15,DB06589,DB05294,-3.18
PAZOPANIB,VANDETANIB,NCIH23,DB06589,DB05294,-0.34
PAZOPANIB,VANDETANIB,MCF7,DB06589,DB05294,-0.37
PAZOPANIB,VANDETANIB,MALME3M,DB06589,DB05294,-1.2
PAZOPANIB,VANDETANIB,LOXIMVI,DB06589,DB05294,-0.92
PAZOPANIB,VANDETANIB,KM12,DB06589,DB05294,2.41
PAZOPANIB,VANDETANIB,K562,DB06589,DB05294,-0.3
PAZOPANIB,VANDETANIB,SF295,DB06589,DB05294,-1.76
PAZOPANIB,VANDETANIB,RPMI8226,DB06589,DB05294,7.05
PAZOPANIB,VANDETANIB,OVCAR8,DB06589,DB05294,-2.21
PAZOPANIB,VANDETANIB,OVCAR4,DB06589,DB05294,-0.27
PAZOPANIB,VANDETANIB,NCIH460,DB06589,DB05294,-0.01
PAZOPANIB,VANDETANIB,NCIH226,DB06589,DB05294,-1.61
PAZOPANIB,VANDETANIB,UACC257,DB06589,DB05294,2.17
PAZOPANIB,VANDETANIB,U251MG,DB06589,DB05294,-1.97
PAZOPANIB,VANDETANIB,SW620,DB06589,DB05294,4.5
PAZOPANIB,VANDETANIB,SNB19,DB06589,DB05294,-0.37
PAZOPANIB,VANDETANIB,SKOV3,DB06589,DB05294,-3.78
PAZOPANIB,VANDETANIB,UACC62,DB06589,DB05294,-2.23
PAZOPANIB,VANDETANIB,NCIH522,DB06589,DB05294,-6.42
PAZOPANIB,VANDETANIB,BT549,DB06589,DB05294,3.57
PAZOPANIB,VANDETANIB,T47D,DB06589,DB05294,-3.27
PAZOPANIB,VANDETANIB,SKMEL2,DB06589,DB05294,4.14
PAZOPANIB,VANDETANIB,PC3,DB06589,DB05294,-2.96
PAZOPANIB,VANDETANIB,SKMEL5,DB06589,DB05294,5.82
PAZOPANIB,VANDETANIB,SKMEL28,DB06589,DB05294,6.13
PAZOPANIB,VANDETANIB,HS578T,DB06589,DB05294,4.57
VEMURAFENIB,VANDETANIB,UACC257,DB08881,DB05294,6.53
VEMURAFENIB,VANDETANIB,U251MG,DB08881,DB05294,0.26
VEMURAFENIB,VANDETANIB,SW620,DB08881,DB05294,9.92
VEMURAFENIB,VANDETANIB,SNB19,DB08881,DB05294,0.62
VEMURAFENIB,VANDETANIB,SKOV3,DB08881,DB05294,-6.86
VEMURAFENIB,VANDETANIB,UACC62,DB08881,DB05294,1.95
VEMURAFENIB,VANDETANIB,NCIH522,DB08881,DB05294,-6.28
VEMURAFENIB,VANDETANIB,BT549,DB08881,DB05294,2.49
VEMURAFENIB,VANDETANIB,T47D,DB08881,DB05294,0.57
VEMURAFENIB,VANDETANIB,SKMEL2,DB08881,DB05294,2.76
VEMURAFENIB,VANDETANIB,PC3,DB08881,DB05294,-2.43
VEMURAFENIB,VANDETANIB,SKMEL5,DB08881,DB05294,4.94
VEMURAFENIB,VANDETANIB,SKMEL28,DB08881,DB05294,6.72
VEMURAFENIB,VANDETANIB,HS578T,DB08881,DB05294,7.35
VEMURAFENIB,VANDETANIB,DU145,DB08881,DB05294,-3.43
VEMURAFENIB,VANDETANIB,COLO205,DB08881,DB05294,5.46
VEMURAFENIB,VANDETANIB,ACHN,DB08881,DB05294,-7.1
VEMURAFENIB,VANDETANIB,A549,DB08881,DB05294,-0.35
VEMURAFENIB,VANDETANIB,A498,DB08881,DB05294,-4.71
VEMURAFENIB,VANDETANIB,786O,DB08881,DB05294,-2.52
VEMURAFENIB,VANDETANIB,IGROV1,DB08881,DB05294,-3.25
VEMURAFENIB,VANDETANIB,HT29,DB08881,DB05294,8.7
VEMURAFENIB,VANDETANIB,HCT116,DB08881,DB05294,0.91
VEMURAFENIB,VANDETANIB,HCT15,DB08881,DB05294,-2.95
VEMURAFENIB,VANDETANIB,NCIH23,DB08881,DB05294,0.22
VEMURAFENIB,VANDETANIB,MOLT4,DB08881,DB05294,10.42
VEMURAFENIB,VANDETANIB,MCF7,DB08881,DB05294,-1.75
VEMURAFENIB,VANDETANIB,MALME3M,DB08881,DB05294,0.91
VEMURAFENIB,VANDETANIB,LOXIMVI,DB08881,DB05294,-6.88
VEMURAFENIB,VANDETANIB,KM12,DB08881,DB05294,3.25
VEMURAFENIB,VANDETANIB,K562,DB08881,DB05294,1.3
VEMURAFENIB,VANDETANIB,SF295,DB08881,DB05294,-1.01
VEMURAFENIB,VANDETANIB,RPMI8226,DB08881,DB05294,4.47
VEMURAFENIB,VANDETANIB,OVCAR8,DB08881,DB05294,-0.08
VEMURAFENIB,VANDETANIB,OVCAR4,DB08881,DB05294,-1.59
VEMURAFENIB,VANDETANIB,NCIH460,DB08881,DB05294,0.91
VEMURAFENIB,VANDETANIB,NCIH226,DB08881,DB05294,-1.58
RALOXIFENE,VANDETANIB,LOXIMVI,DB00481,DB05294,-1.42
RALOXIFENE,VANDETANIB,IGROV1,DB00481,DB05294,-1.39
ABIRATERONE,VANDETANIB,SKMEL2,DB05812,DB05294,1.74
ABIRATERONE,VANDETANIB,PC3,DB05812,DB05294,-4.16
ABIRATERONE,VANDETANIB,SKMEL5,DB05812,DB05294,9.28
ABIRATERONE,VANDETANIB,SKMEL28,DB05812,DB05294,0.95
ABIRATERONE,VANDETANIB,HS578T,DB05812,DB05294,14.19
ABIRATERONE,VANDETANIB,UACC257,DB05812,DB05294,3.82
ABIRATERONE,VANDETANIB,U251MG,DB05812,DB05294,-2.65
ABIRATERONE,VANDETANIB,SW620,DB05812,DB05294,-1.14
ABIRATERONE,VANDETANIB,SNB19,DB05812,DB05294,-1.68
ABIRATERONE,VANDETANIB,SKOV3,DB05812,DB05294,-7.19
ABIRATERONE,VANDETANIB,UACC62,DB05812,DB05294,-0.12
ABIRATERONE,VANDETANIB,NCIH522,DB05812,DB05294,-6.82
ABIRATERONE,VANDETANIB,BT549,DB05812,DB05294,1.11
ABIRATERONE,VANDETANIB,T47D,DB05812,DB05294,-3.03
ABIRATERONE,VANDETANIB,NCIH23,DB05812,DB05294,-2.7
ABIRATERONE,VANDETANIB,MOLT4,DB05812,DB05294,-3.81
ABIRATERONE,VANDETANIB,MCF7,DB05812,DB05294,-2.2
ABIRATERONE,VANDETANIB,MALME3M,DB05812,DB05294,-0.1
ABIRATERONE,VANDETANIB,KM12,DB05812,DB05294,-3.32
ABIRATERONE,VANDETANIB,K562,DB05812,DB05294,2.07
ABIRATERONE,VANDETANIB,SF295,DB05812,DB05294,0.4
ABIRATERONE,VANDETANIB,RPMI8226,DB05812,DB05294,9.63
ABIRATERONE,VANDETANIB,OVCAR8,DB05812,DB05294,-2.95
ABIRATERONE,VANDETANIB,OVCAR4,DB05812,DB05294,-3.36
ABIRATERONE,VANDETANIB,NCIH460,DB05812,DB05294,-1.62
ABIRATERONE,VANDETANIB,NCIH226,DB05812,DB05294,0.24
ABIRATERONE,VANDETANIB,DU145,DB05812,DB05294,-4.39
ABIRATERONE,VANDETANIB,COLO205,DB05812,DB05294,6.2
ABIRATERONE,VANDETANIB,ACHN,DB05812,DB05294,-4.19
ABIRATERONE,VANDETANIB,A549,DB05812,DB05294,-2.31
ABIRATERONE,VANDETANIB,A498,DB05812,DB05294,-3.79
ABIRATERONE,VANDETANIB,786O,DB05812,DB05294,-0.53
ABIRATERONE,VANDETANIB,IGROV1,DB05812,DB05294,0.7
ABIRATERONE,VANDETANIB,HT29,DB05812,DB05294,4.35
ABIRATERONE,VANDETANIB,HCT116,DB05812,DB05294,-2.4
ABIRATERONE,VANDETANIB,HCT15,DB05812,DB05294,-1.14
CABAZITAXEL,VANDETANIB,HCT15,DB06772,DB05294,11.17
CABAZITAXEL,VANDETANIB,HCT116,DB06772,DB05294,5.67
CABAZITAXEL,VANDETANIB,IGROV1,DB06772,DB05294,2.81
CABAZITAXEL,VANDETANIB,HT29,DB06772,DB05294,5.1
CABAZITAXEL,VANDETANIB,A498,DB06772,DB05294,-2.31
CABAZITAXEL,VANDETANIB,786O,DB06772,DB05294,5.66
CABAZITAXEL,VANDETANIB,ACHN,DB06772,DB05294,-0.43
CABAZITAXEL,VANDETANIB,A549,DB06772,DB05294,3.02
CABAZITAXEL,VANDETANIB,COLO205,DB06772,DB05294,6.26
CABAZITAXEL,VANDETANIB,DU145,DB06772,DB05294,-3.21
CABAZITAXEL,VANDETANIB,NCIH226,DB06772,DB05294,16.49
CABAZITAXEL,VANDETANIB,OVCAR4,DB06772,DB05294,-1.71
CABAZITAXEL,VANDETANIB,NCIH460,DB06772,DB05294,-2.04
CABAZITAXEL,VANDETANIB,RPMI8226,DB06772,DB05294,1.24
CABAZITAXEL,VANDETANIB,OVCAR8,DB06772,DB05294,4.67
CABAZITAXEL,VANDETANIB,SF295,DB06772,DB05294,6.53
CABAZITAXEL,VANDETANIB,KM12,DB06772,DB05294,7.66
CABAZITAXEL,VANDETANIB,K562,DB06772,DB05294,6.64
CABAZITAXEL,VANDETANIB,MALME3M,DB06772,DB05294,11.73
CABAZITAXEL,VANDETANIB,LOXIMVI,DB06772,DB05294,8.22
CABAZITAXEL,VANDETANIB,MOLT4,DB06772,DB05294,-5.42
CABAZITAXEL,VANDETANIB,MCF7,DB06772,DB05294,-0.92
CABAZITAXEL,VANDETANIB,NCIH23,DB06772,DB05294,16.59
CABAZITAXEL,VANDETANIB,T47D,DB06772,DB05294,1.94
CABAZITAXEL,VANDETANIB,BT549,DB06772,DB05294,6.73
CABAZITAXEL,VANDETANIB,UACC62,DB06772,DB05294,-0.31
CABAZITAXEL,VANDETANIB,NCIH522,DB06772,DB05294,-6.21
CABAZITAXEL,VANDETANIB,SKOV3,DB06772,DB05294,0.64
CABAZITAXEL,VANDETANIB,SNB19,DB06772,DB05294,5.26
CABAZITAXEL,VANDETANIB,SW620,DB06772,DB05294,32.16
CABAZITAXEL,VANDETANIB,UACC257,DB06772,DB05294,3.9
CABAZITAXEL,VANDETANIB,U251MG,DB06772,DB05294,4.95
CABAZITAXEL,VANDETANIB,HS578T,DB06772,DB05294,10.3
CABAZITAXEL,VANDETANIB,SKMEL28,DB06772,DB05294,2.73
CABAZITAXEL,VANDETANIB,SKMEL5,DB06772,DB05294,7.46
CABAZITAXEL,VANDETANIB,PC3,DB06772,DB05294,-11.89
CABAZITAXEL,VANDETANIB,SKMEL2,DB06772,DB05294,6.3
